,ensembl_gene_id,external_gene_name
67968,ENSG00000177674,AGTRAP
67969,ENSG00000177553,C1orf167-AS1
67970,ENSG00000177000,MTHFR
67971,ENSG00000215910,C1orf167
67972,ENSG00000288732,
67973,ENSG00000280837,CPS1-IT1
67974,ENSG00000288937,
67975,ENSG00000021574,SPAST
67976,ENSG00000197520,FAM177B
67977,ENSG00000137968,SLC44A5
67978,ENSG00000225828,FAM229A
67979,ENSG00000041988,THAP3
67980,ENSG00000196420,S100A5
67981,ENSG00000072694,FCGR2B
67982,ENSG00000272716,SLC30A6-DT
67983,ENSG00000235864,HSPA8P6
67984,ENSG00000232799,CRYGFP
67985,ENSG00000240286,MEAF6P1
67986,ENSG00000229670,PKP4P1
67987,ENSG00000289113,
67988,ENSG00000286249,
67989,ENSG00000222317,RNA5SP118
67990,ENSG00000144406,UNC80
67991,ENSG00000155367,PPM1J
67992,ENSG00000159450,TCHH
67993,ENSG00000160783,PMF1
67994,ENSG00000066136,NFYC
67995,ENSG00000237194,SNAI1P1
67996,ENSG00000197713,RPE
67997,ENSG00000272807,
67998,ENSG00000078018,MAP2
67999,ENSG00000134668,SPOCD1
68000,ENSG00000153827,TRIP12
68001,ENSG00000142961,MOB3C
68002,ENSG00000116754,SRSF11
68003,ENSG00000235933,LINC01779
68004,ENSG00000288862,
68005,ENSG00000227963,RBM15-AS1
68006,ENSG00000289483,
68007,ENSG00000288760,
68008,ENSG00000289484,
68009,ENSG00000258082,
68010,ENSG00000242396,
68011,ENSG00000288738,
68012,ENSG00000177788,RAB4A-AS1
68013,ENSG00000233730,LINC01765
68014,ENSG00000230426,LINC01036
68015,ENSG00000234694,CDC20-DT
68016,ENSG00000234546,LNCTAM34A
68017,ENSG00000232721,
68018,ENSG00000285622,
68019,ENSG00000238005,LNCATV
68020,ENSG00000286863,
68021,ENSG00000289544,
68022,ENSG00000227959,EPHA2-AS1
68023,ENSG00000224081,SLC44A3-AS1
68024,ENSG00000287033,
68025,ENSG00000284700,
68026,ENSG00000224977,RC3H1-DT
68027,ENSG00000289348,
68028,ENSG00000284693,LINC02606
68029,ENSG00000231246,LINC02884
68030,ENSG00000203721,LINC00862
68031,ENSG00000288810,
68032,ENSG00000230937,MIR205HG
68033,ENSG00000288950,
68034,ENSG00000289426,
68035,ENSG00000289291,
68036,ENSG00000215866,LINC01356
68037,ENSG00000289394,
68038,ENSG00000230615,
68039,ENSG00000289612,
68040,ENSG00000226026,RWDD3-DT
68041,ENSG00000197989,SNHG12
68042,ENSG00000289407,
68043,ENSG00000289057,
68044,ENSG00000236200,KDM4A-AS1
68045,ENSG00000289212,
68046,ENSG00000197880,MDS2
68047,ENSG00000289419,
68048,ENSG00000289554,
68049,ENSG00000289192,
68050,ENSG00000289581,
68051,ENSG00000289380,
68052,ENSG00000283324,CTXND2
68053,ENSG00000252822,Y_RNA
68054,ENSG00000235371,
68055,ENSG00000286142,
68056,ENSG00000077585,GPR137B
68057,ENSG00000222650,RNU2-70P
68058,ENSG00000237922,
68059,ENSG00000086619,ERO1B
68060,ENSG00000153214,TMEM87B
68061,ENSG00000203786,KPRP
68062,ENSG00000290108,
68063,ENSG00000225556,C2CD4D
68064,ENSG00000055917,PUM2
68065,ENSG00000117791,MTARC2
68066,ENSG00000186205,MTARC1
68067,ENSG00000289142,
68068,ENSG00000123472,ATPAF1
68069,ENSG00000010803,SCMH1
68070,ENSG00000203635,
68071,ENSG00000130508,PXDN
68072,ENSG00000222854,RNA5SP59
68073,ENSG00000196369,SRGAP2B
68074,ENSG00000227061,
68075,ENSG00000035115,SH3YL1
68076,ENSG00000143333,RGS16
68077,ENSG00000261504,LINC01686
68078,ENSG00000227181,LINC01688
68079,ENSG00000271269,
68080,ENSG00000135824,RGS8
68081,ENSG00000227941,UQCRBP2
68082,ENSG00000259788,UAP1-DT
68083,ENSG00000272574,
68084,ENSG00000031698,SARS1
68085,ENSG00000143126,CELSR2
68086,ENSG00000143727,ACP1
68087,ENSG00000134222,PSRC1
68088,ENSG00000233684,LINC01865
68089,ENSG00000228643,
68090,ENSG00000235779,
68091,ENSG00000221986,MYBPHL
68092,ENSG00000134243,SORT1
68093,ENSG00000277997,
68094,ENSG00000236856,
68095,ENSG00000226277,
68096,ENSG00000231826,LINC01819
68097,ENSG00000233978,
68098,ENSG00000207087,RNU6-242P
68099,ENSG00000288992,
68100,ENSG00000287255,
68101,ENSG00000288886,
68102,ENSG00000230587,LINC02580
68103,ENSG00000286796,
68104,ENSG00000287387,
68105,ENSG00000152518,ZFP36L2
68106,ENSG00000279873,LINC01126
68107,ENSG00000234936,
68108,ENSG00000143106,PSMA5
68109,ENSG00000170634,ACYP2
68110,ENSG00000235937,RPL21P30
68111,ENSG00000233266,HMGB1P31
68112,ENSG00000200674,RN7SKP160
68113,ENSG00000252357,Y_RNA
68114,ENSG00000241114,
68115,ENSG00000185278,ZBTB37
68116,ENSG00000272156,
68117,ENSG00000289065,
68118,ENSG00000252934,RNU7-172P
68119,ENSG00000178021,TSPYL6
68120,ENSG00000252231,RNA5SP67
68121,ENSG00000200755,RNA5SP68
68122,ENSG00000225952,
68123,ENSG00000264014,MIR4253
68124,ENSG00000215906,LACTBL1
68125,ENSG00000117143,UAP1
68126,ENSG00000079308,TNS1
68127,ENSG00000229849,PYHIN5P
68128,ENSG00000163564,PYHIN1
68129,ENSG00000163565,IFI16
68130,ENSG00000163568,AIM2
68131,ENSG00000233473,RAD1P2
68132,ENSG00000222009,BTBD19
68133,ENSG00000004455,AK2
68134,ENSG00000229913,
68135,ENSG00000236341,
68136,ENSG00000175874,CREG2
68137,ENSG00000157131,C8A
68138,ENSG00000226058,
68139,ENSG00000196460,RFX8
68140,ENSG00000223826,LINC01870
68141,ENSG00000173372,C1QA
68142,ENSG00000237549,RPS6P3
68143,ENSG00000232556,PRCPP1
68144,ENSG00000286047,
68145,ENSG00000187627,RGPD1
68146,ENSG00000289692,
68147,ENSG00000159189,C1QC
68148,ENSG00000173369,C1QB
68149,ENSG00000183281,PLGLB1
68150,ENSG00000117335,CD46
68151,ENSG00000231259,ANAPC1P2
68152,ENSG00000257702,LBX2-AS1
68153,ENSG00000238788,RNU7-182P
68154,ENSG00000260634,
68155,ENSG00000286971,
68156,ENSG00000260163,
68157,ENSG00000136717,BIN1
68158,ENSG00000180667,YOD1
68159,ENSG00000123843,C4BPB
68160,ENSG00000123838,C4BPA
68161,ENSG00000275392,
68162,ENSG00000226565,
68163,ENSG00000224462,C4BPAP1
68164,ENSG00000243636,
68165,ENSG00000289694,
68166,ENSG00000265986,MIR4735
68167,ENSG00000264582,RN7SL326P
68168,ENSG00000116785,CFHR3
68169,ENSG00000283876,MIR4260
68170,ENSG00000123689,G0S2
68171,ENSG00000117594,HSD11B1
68172,ENSG00000236136,ADORA2BP1
68173,ENSG00000009790,TRAF3IP3
68174,ENSG00000286400,
68175,ENSG00000237630,NIFKP9
68176,ENSG00000186684,CYP27C1
68177,ENSG00000226789,WBP11P2
68178,ENSG00000163161,ERCC3
68179,ENSG00000162757,C1orf74
68180,ENSG00000289700,
68181,ENSG00000117595,IRF6
68182,ENSG00000117597,UTP25
68183,ENSG00000177181,RIMKLA
68184,ENSG00000235002,
68185,ENSG00000200250,RNU6-1147P
68186,ENSG00000230572,KMT2CP5
68187,ENSG00000066185,ZMYND12
68188,ENSG00000290565,
68189,ENSG00000214329,SLC9B1P2
68190,ENSG00000290575,
68191,ENSG00000125631,HTR5BP
68192,ENSG00000290590,
68193,ENSG00000287071,CDRT15P4
68194,ENSG00000134684,YARS1
68195,ENSG00000290594,
68196,ENSG00000178162,FAR2P2
68197,ENSG00000290596,
68198,ENSG00000239402,CYP4F62P
68199,ENSG00000290599,
68200,ENSG00000184761,PRSS40B
68201,ENSG00000290610,PRSS40B
68202,ENSG00000290614,PRSS40A
68203,ENSG00000021852,C8B
68204,ENSG00000197927,NBEAP2
68205,ENSG00000290616,
68206,ENSG00000186825,CDRT15P3
68207,ENSG00000290618,CDRT15P3
68208,ENSG00000231431,FAR2P4
68209,ENSG00000132716,DCAF8
68210,ENSG00000290654,
68211,ENSG00000244280,ECEL1P2
68212,ENSG00000290681,ECEL1P2
68213,ENSG00000214081,CYP4F30P
68214,ENSG00000240253,FAR2P3
68215,ENSG00000223760,MED15P9
68216,ENSG00000163016,ALMS1P1
68217,ENSG00000290727,ALMS1P1
68218,ENSG00000186148,
68219,ENSG00000290731,
68220,ENSG00000261760,
68221,ENSG00000290732,
68222,ENSG00000184115,
68223,ENSG00000290733,
68224,ENSG00000204787,REG1CP
68225,ENSG00000290771,
68226,ENSG00000237223,SULT1C5P
68227,ENSG00000290794,SULT1C5P
68228,ENSG00000042304,C2orf83
68229,ENSG00000258465,
68230,ENSG00000290795,C2orf83
68231,ENSG00000283270,MALLP2
68232,ENSG00000290802,
68233,ENSG00000224261,RPSAP18
68234,ENSG00000283196,
68235,ENSG00000290846,
68236,ENSG00000162735,PEX19
68237,ENSG00000279897,BIRC6-AS2
68238,ENSG00000290864,BIRC6-AS2
68239,ENSG00000237510,GPAT2P1
68240,ENSG00000290897,
68241,ENSG00000018607,ZNF285CP
68242,ENSG00000244301,AOX3P
68243,ENSG00000243478,AOX2P
68244,ENSG00000229150,CRYGEP
68245,ENSG00000290929,
68246,ENSG00000205847,OR7E91P
68247,ENSG00000290930,OR7E91P
68248,ENSG00000261522,
68249,ENSG00000290941,
68250,ENSG00000233673,ANAPC1P1
68251,ENSG00000235082,SUMO1P3
68252,ENSG00000202078,Y_RNA
68253,ENSG00000171786,NHLH1
68254,ENSG00000201608,RNU4-42P
68255,ENSG00000162739,SLAMF6
68256,ENSG00000291013,
68257,ENSG00000229089,ANKRD20A8P
68258,ENSG00000291024,
68259,ENSG00000234425,
68260,ENSG00000259848,
68261,ENSG00000291025,
68262,ENSG00000066294,CD84
68263,ENSG00000240935,PLGLA
68264,ENSG00000291125,
68265,ENSG00000229689,ANKRD33BP1
68266,ENSG00000291126,
68267,ENSG00000230006,ANKRD36BP2
68268,ENSG00000291127,ANKRD36BP2
68269,ENSG00000122218,COPA
68270,ENSG00000146556,WASH2P
68271,ENSG00000291134,WASH2P
68272,ENSG00000286156,BMS1P23
68273,ENSG00000291142,
68274,ENSG00000220804,LINC01881
68275,ENSG00000291147,
68276,ENSG00000143429,LSP1P4
68277,ENSG00000291150,LSP1P5
68278,ENSG00000237732,CT75
68279,ENSG00000291155,CT75
68280,ENSG00000231584,FAHD2CP
68281,ENSG00000291176,
68282,ENSG00000169474,SPRR1A
68283,ENSG00000118200,CAMSAP2
68284,ENSG00000229754,CXCR2P1
68285,ENSG00000291236,
68286,ENSG00000237322,RPL7L1P10
68287,ENSG00000226297,RPL17P14
68288,ENSG00000253006,RN7SKP283
68289,ENSG00000183023,SLC8A1
68290,ENSG00000153823,PID1
68291,ENSG00000163362,INAVA
68292,ENSG00000119865,CNRIP1
68293,ENSG00000203395,
68294,ENSG00000115956,PLEK
68295,ENSG00000285210,LINC02795
68296,ENSG00000278281,MIR7856
68297,ENSG00000231349,
68298,ENSG00000137975,CLCA2
68299,ENSG00000229462,WDR4P2
68300,ENSG00000204923,FBXO48
68301,ENSG00000169621,APLF
68302,ENSG00000016490,CLCA1
68303,ENSG00000214525,
68304,ENSG00000016602,CLCA4
68305,ENSG00000283228,
68306,ENSG00000224466,CDCA4P2
68307,ENSG00000289114,
68308,ENSG00000263439,MIR4753
68309,ENSG00000236863,RPL23AP23
68310,ENSG00000152904,GGPS1
68311,ENSG00000182389,CACNB4
68312,ENSG00000227962,
68313,ENSG00000244371,PFN1P8
68314,ENSG00000234225,
68315,ENSG00000227242,
68316,ENSG00000225603,
68317,ENSG00000201142,RNU1-151P
68318,ENSG00000230832,SSBL4P
68319,ENSG00000286172,RNVU1-8
68320,ENSG00000283342,NBPF13P
68321,ENSG00000131791,PRKAB2
68322,ENSG00000180867,PDIA3P1
68323,ENSG00000274210,RNVU1-27
68324,ENSG00000252515,RNU6-1171P
68325,ENSG00000177144,NUDT4B
68326,ENSG00000275140,SEC22B3P
68327,ENSG00000271546,
68328,ENSG00000252656,RN7SKP88
68329,ENSG00000222788,RNU2-38P
68330,ENSG00000254913,
68331,ENSG00000289642,
68332,ENSG00000255148,
68333,ENSG00000201699,RNVU1-24
68334,ENSG00000273591,7SK
68335,ENSG00000237938,
68336,ENSG00000162461,SLC25A34
68337,ENSG00000224459,SLC25A34-AS1
68338,ENSG00000162460,TMEM82
68339,ENSG00000162458,FBLIM1
68340,ENSG00000224321,RPL12P14
68341,ENSG00000178715,
68342,ENSG00000179743,SPEN-AS1
68343,ENSG00000236216,PPP1R11P1
68344,ENSG00000228823,PDE4DIPP10
68345,ENSG00000236009,
68346,ENSG00000227001,NBPF2P
68347,ENSG00000187952,HS6ST1P1
68348,ENSG00000186543,CROCCP5
68349,ENSG00000142794,NBPF3
68350,ENSG00000176378,PFN1P10
68351,ENSG00000233431,LINC02596
68352,ENSG00000076864,RAP1GAP
68353,ENSG00000090686,USP48
68354,ENSG00000225214,
68355,ENSG00000115145,STAM2
68356,ENSG00000234272,RPL30P2
68357,ENSG00000271074,
68358,ENSG00000231017,RPS27P10
68359,ENSG00000199585,RNA5SP119
68360,ENSG00000232631,MTND2P23
68361,ENSG00000236007,MTCO1P46
68362,ENSG00000221782,MIR548F2
68363,ENSG00000234308,LINC01878
68364,ENSG00000231254,PCED1CP
68365,ENSG00000153253,SCN3A
68366,ENSG00000186409,CCDC30
68367,ENSG00000287463,
68368,ENSG00000224043,CCNT2-AS1
68369,ENSG00000234682,VDAC2P4
68370,ENSG00000228098,
68371,ENSG00000082258,CCNT2
68372,ENSG00000236335,
68373,ENSG00000231949,
68374,ENSG00000289710,
68375,ENSG00000162510,MATN1
68376,ENSG00000287510,
68377,ENSG00000116560,SFPQ
68378,ENSG00000290018,
68379,ENSG00000128656,CHN1
68380,ENSG00000116981,NT5C1A
68381,ENSG00000084072,PPIE
68382,ENSG00000212167,RNU6-763P
68383,ENSG00000199827,RNU6-1290P
68384,ENSG00000227187,RPL21P31
68385,ENSG00000277948,
68386,ENSG00000229536,LINC02572
68387,ENSG00000286957,
68388,ENSG00000291116,PLAC9P1
68389,ENSG00000237574,LINC01856
68390,ENSG00000214100,PLAC9P1
68391,ENSG00000234559,RPL22P7
68392,ENSG00000290615,RAB6C-AS1
68393,ENSG00000289711,
68394,ENSG00000225449,RAB6C-AS1
68395,ENSG00000116985,BMP8B
68396,ENSG00000222014,RAB6C
68397,ENSG00000284619,
68398,ENSG00000286026,
68399,ENSG00000250207,
68400,ENSG00000217289,
68401,ENSG00000231147,ARHGAP42P2
68402,ENSG00000290591,
68403,ENSG00000198754,OXCT2
68404,ENSG00000180178,FAR2P1
68405,ENSG00000285905,BMP8B-AS1
68406,ENSG00000261798,
68407,ENSG00000229213,
68408,ENSG00000291278,
68409,ENSG00000284678,LINC02811
68410,ENSG00000290707,MED15P9
68411,ENSG00000155729,KCTD18
68412,ENSG00000043514,TRIT1
68413,ENSG00000163535,SGO2
68414,ENSG00000290905,
68415,ENSG00000237166,LINC01792
68416,ENSG00000291279,
68417,ENSG00000290906,
68418,ENSG00000240761,
68419,ENSG00000011523,CEP68
68420,ENSG00000162998,FRZB
68421,ENSG00000115419,GLS
68422,ENSG00000202222,Y_RNA
68423,ENSG00000236546,MYCL-AS1
68424,ENSG00000207356,Y_RNA
68425,ENSG00000168389,MFSD2A
68426,ENSG00000240344,PPIL3
68427,ENSG00000228477,
68428,ENSG00000229943,
68429,ENSG00000261213,
68430,ENSG00000224127,
68431,ENSG00000162624,LHX8
68432,ENSG00000224149,
68433,ENSG00000206999,RNU6-622P
68434,ENSG00000162643,DNAI3
68435,ENSG00000115290,GRB14
68436,ENSG00000179528,LBX2
68437,ENSG00000115592,PRKAG3
68438,ENSG00000115596,WNT6
68439,ENSG00000055732,MCOLN3
68440,ENSG00000234997,LINC02966
68441,ENSG00000289035,
68442,ENSG00000125618,PAX8
68443,ENSG00000266110,MIR4423
68444,ENSG00000280099,
68445,ENSG00000097096,SYDE2
68446,ENSG00000289582,
68447,ENSG00000289712,
68448,ENSG00000117598,PLPPR5
68449,ENSG00000232825,PLPPR5-AS1
68450,ENSG00000227034,
68451,ENSG00000252682,
68452,ENSG00000212292,RNU6-239P
68453,ENSG00000222457,RNU6-121P
68454,ENSG00000278694,
68455,ENSG00000143595,AQP10
68456,ENSG00000234690,EPCAM-DT
68457,ENSG00000226087,
68458,ENSG00000143515,ATP8B2
68459,ENSG00000182083,OR6B2
68460,ENSG00000178586,OR6B3
68461,ENSG00000269210,
68462,ENSG00000222000,
68463,ENSG00000144191,CNGA3
68464,ENSG00000227987,
68465,ENSG00000040933,INPP4A
68466,ENSG00000160753,RUSC1
68467,ENSG00000183513,COA5
68468,ENSG00000116584,ARHGEF2
68469,ENSG00000115446,UNC50
68470,ENSG00000236564,YWHAQP5
68471,ENSG00000158019,BABAM2
68472,ENSG00000237524,TEX51
68473,ENSG00000118004,COLEC11
68474,ENSG00000286005,
68475,ENSG00000143297,FCRL5
68476,ENSG00000237370,
68477,ENSG00000188765,TMSB4XP2
68478,ENSG00000289136,
68479,ENSG00000151360,ALLC
68480,ENSG00000163518,FCRL4
68481,ENSG00000232718,GAPDHP48
68482,ENSG00000224661,
68483,ENSG00000138030,KHK
68484,ENSG00000236731,
68485,ENSG00000233712,
68486,ENSG00000160856,FCRL3
68487,ENSG00000183292,PRSS40A
68488,ENSG00000290699,CYP4F30P
68489,ENSG00000290700,
68490,ENSG00000178171,AMER3
68491,ENSG00000228937,MTA3P1
68492,ENSG00000212410,RNU6-932P
68493,ENSG00000231158,PTP4A1P1
68494,ENSG00000237327,UPP2-IT1
68495,ENSG00000227480,CCDC148-AS1
68496,ENSG00000153237,CCDC148
68497,ENSG00000227217,
68498,ENSG00000231700,
68499,ENSG00000232366,VDAC1P9
68500,ENSG00000132704,FCRL2
68501,ENSG00000234890,HNRNPDLP2
68502,ENSG00000243723,RN7SL393P
68503,ENSG00000144283,PKP4
68504,ENSG00000162738,VANGL2
68505,ENSG00000289121,
68506,ENSG00000143258,USP21
68507,ENSG00000285636,
68508,ENSG00000266144,MIR4654
68509,ENSG00000289488,
68510,ENSG00000227094,
68511,ENSG00000227331,RPL7AP22
68512,ENSG00000252262,RNA5SP61
68513,ENSG00000204380,PKP4-AS1
68514,ENSG00000207729,MIR556
68515,ENSG00000254706,
68516,ENSG00000231675,
68517,ENSG00000171722,SPATA46
68518,ENSG00000168958,MFF
68519,ENSG00000239887,C1orf226
68520,ENSG00000198574,SH2D1B
68521,ENSG00000289713,
68522,ENSG00000227243,SLAMF6P1
68523,ENSG00000152332,UHMK1
68524,ENSG00000162733,DDR2
68525,ENSG00000242193,CRYZL2P
68526,ENSG00000276563,
68527,ENSG00000224687,RASAL2-AS1
68528,ENSG00000075391,RASAL2
68529,ENSG00000237576,LINC01888
68530,ENSG00000115977,AAK1
68531,ENSG00000270575,
68532,ENSG00000213058,
68533,ENSG00000264809,Metazoa_SRP
68534,ENSG00000285910,
68535,ENSG00000240021,TEX35
68536,ENSG00000289294,
68537,ENSG00000138443,ABI2
68538,ENSG00000213057,C1orf220
68539,ENSG00000201347,RNA5SP69
68540,ENSG00000238232,
68541,ENSG00000196660,SLC30A10
68542,ENSG00000252086,RNA5SP76
68543,ENSG00000154380,ENAH
68544,ENSG00000289602,
68545,ENSG00000162676,GFI1
68546,ENSG00000153093,ACOXL
68547,ENSG00000233954,UQCRHL
68548,ENSG00000232059,
68549,ENSG00000282317,
68550,ENSG00000287601,
68551,ENSG00000203667,COX20
68552,ENSG00000132326,PER2
68553,ENSG00000081985,IL12RB2
68554,ENSG00000202099,RNU6-234P
68555,ENSG00000065802,ASB1
68556,ENSG00000229915,
68557,ENSG00000274346,
68558,ENSG00000289327,
68559,ENSG00000135636,DYSF
68560,ENSG00000162551,ALPL
68561,ENSG00000289715,
68562,ENSG00000237605,DYRK3-AS1
68563,ENSG00000136634,IL10
68564,ENSG00000000971,CFH
68565,ENSG00000289697,
68566,ENSG00000054523,KIF1B
68567,ENSG00000171793,CTPS1
68568,ENSG00000135744,AGT
68569,ENSG00000084623,EIF3I
68570,ENSG00000233971,RPS20P10
68571,ENSG00000124831,LRRFIP1
68572,ENSG00000264384,RN7SL431P
68573,ENSG00000215938,MIR190B
68574,ENSG00000163263,CFAP141
68575,ENSG00000143612,C1orf43
68576,ENSG00000201129,SNORA58B
68577,ENSG00000134318,ROCK2
68578,ENSG00000160058,BSDC1
68579,ENSG00000224333,GAPDHP20
68580,ENSG00000270850,
68581,ENSG00000229259,LRRC37A12P
68582,ENSG00000263529,RN7SL122P
68583,ENSG00000229994,RPL5P4
68584,ENSG00000227409,ZMYM4-AS1
68585,ENSG00000278702,Metazoa_SRP
68586,ENSG00000285569,
68587,ENSG00000214866,DCDC2C
68588,ENSG00000142687,KIAA0319L
68589,ENSG00000237401,LINC01304
68590,ENSG00000229550,
68591,ENSG00000291325,
68592,ENSG00000231821,NPM1P48
68593,ENSG00000231532,LINC01249
68594,ENSG00000252238,
68595,ENSG00000207192,RNU6-649P
68596,ENSG00000289300,
68597,ENSG00000228585,
68598,ENSG00000232835,
68599,ENSG00000224128,LINC01248
68600,ENSG00000230090,
68601,ENSG00000176887,SOX11
68602,ENSG00000235651,G3BP1P1
68603,ENSG00000048991,R3HDM1
68604,ENSG00000116586,LAMTOR2
68605,ENSG00000289721,PYDC5
68606,ENSG00000182866,LCK
68607,ENSG00000076003,MCM6
68608,ENSG00000035141,FAM136A
68609,ENSG00000287828,
68610,ENSG00000286518,
68611,ENSG00000130762,ARHGEF16
68612,ENSG00000118257,NRP2
68613,ENSG00000272088,
68614,ENSG00000207776,MIR551A
68615,ENSG00000158109,TPRG1L
68616,ENSG00000116213,WRAP73
68617,ENSG00000078900,TP73
68618,ENSG00000225216,
68619,ENSG00000201875,RN7SKP178
68620,ENSG00000213739,PPIAP68
68621,ENSG00000225610,
68622,ENSG00000252485,Vault
68623,ENSG00000207386,Y_RNA
68624,ENSG00000237041,RPL27P8
68625,ENSG00000116117,PARD3B
68626,ENSG00000178568,ERBB4
68627,ENSG00000227589,TP73-AS3
68628,ENSG00000235131,TP73-AS2
68629,ENSG00000227372,TP73-AS1
68630,ENSG00000230918,DPP4-DT
68631,ENSG00000184611,KCNH7
68632,ENSG00000276189,
68633,ENSG00000237750,KCNH7-AS1
68634,ENSG00000162591,MEGF6
68635,ENSG00000143919,CAMKMT
68636,ENSG00000259439,LINC01833
68637,ENSG00000278957,
68638,ENSG00000274520,
68639,ENSG00000277311,
68640,ENSG00000276229,
68641,ENSG00000277809,
68642,ENSG00000276048,
68643,ENSG00000274547,
68644,ENSG00000276670,
68645,ENSG00000236502,SIX3-AS1
68646,ENSG00000138083,SIX3
68647,ENSG00000225156,
68648,ENSG00000231848,KRTCAP2P1
68649,ENSG00000170577,SIX2
68650,ENSG00000231156,
68651,ENSG00000231054,
68652,ENSG00000115896,PLCL1
68653,ENSG00000081019,RSBN1
68654,ENSG00000237035,
68655,ENSG00000236653,LINC01923
68656,ENSG00000162804,SNED1
68657,ENSG00000134242,PTPN22
68658,ENSG00000229996,
68659,ENSG00000225521,SNED1-AS1
68660,ENSG00000122085,MTERF4
68661,ENSG00000289253,
68662,ENSG00000115687,PASK
68663,ENSG00000226167,AP4B1-AS1
68664,ENSG00000188761,BCL2L15
68665,ENSG00000134262,AP4B1
68666,ENSG00000235861,
68667,ENSG00000235527,HIPK1-AS1
68668,ENSG00000115685,PPP1R7
68669,ENSG00000163349,HIPK1
68670,ENSG00000146205,ANO7
68671,ENSG00000118655,DCLRE1B
68672,ENSG00000203963,C1orf141
68673,ENSG00000115677,HDLBP
68674,ENSG00000252433,
68675,ENSG00000275678,
68676,ENSG00000235674,LDHAP2
68677,ENSG00000229463,LYST-AS1
68678,ENSG00000222831,MIR1537
68679,ENSG00000206803,RNU6-968P
68680,ENSG00000162496,DHRS3
68681,ENSG00000221340,RNU6ATAC18P
68682,ENSG00000276830,MIR6730
68683,ENSG00000226166,
68684,ENSG00000188984,AADACL3
68685,ENSG00000157330,CFAP107
68686,ENSG00000116726,PRAMEF12
68687,ENSG00000116721,PRAMEF1
68688,ENSG00000228338,LINC01784
68689,ENSG00000239810,PRAMEF11
68690,ENSG00000231103,PRAMEF30P
68691,ENSG00000179172,HNRNPCL1
68692,ENSG00000120952,PRAMEF2
68693,ENSG00000243073,PRAMEF4
68694,ENSG00000187545,PRAMEF10
68695,ENSG00000207434,RNU6-1072P
68696,ENSG00000234064,PRAMEF29P
68697,ENSG00000232423,PRAMEF6
68698,ENSG00000279169,PRAMEF13
68699,ENSG00000250894,PRAMEF31P
68700,ENSG00000231219,PRAMEF32P
68701,ENSG00000207511,RNU6-771P
68702,ENSG00000237700,PRAMEF33
68703,ENSG00000204518,AADACL4
68704,ENSG00000204510,PRAMEF7
68705,ENSG00000270601,PRAMEF5
68706,ENSG00000162594,IL23R
68707,ENSG00000237845,LINC03081
68708,ENSG00000229291,LINC02768
68709,ENSG00000182330,PRAMEF8
68710,ENSG00000204478,PRAMEF20
68711,ENSG00000162494,LRRC38
68712,ENSG00000143669,LYST
68713,ENSG00000286588,
68714,ENSG00000290902,
68715,ENSG00000272769,
68716,ENSG00000286833,
68717,ENSG00000183840,GPR39
68718,ENSG00000200718,RN7SKP103
68719,ENSG00000213699,SLC35F6
68720,ENSG00000115163,CENPA
68721,ENSG00000145835,CDKN2AIPNLP2
68722,ENSG00000157851,DPYSL5
68723,ENSG00000138028,CGREF1
68724,ENSG00000286918,
68725,ENSG00000270209,
68726,ENSG00000264128,RN7SL713P
68727,ENSG00000184292,TACSTD2
68728,ENSG00000185839,
68729,ENSG00000261012,
68730,ENSG00000280390,
68731,ENSG00000287956,
68732,ENSG00000162601,MYSM1
68733,ENSG00000218819,TDRD15
68734,ENSG00000084674,APOB
68735,ENSG00000235643,LINC01647
68736,ENSG00000284708,
68737,ENSG00000116661,FBXO2
68738,ENSG00000115841,RMDN2
68739,ENSG00000132879,FBXO44
68740,ENSG00000116663,FBXO6
68741,ENSG00000235848,RMDN2-AS1
68742,ENSG00000162490,DRAXIN
68743,ENSG00000138061,CYP1B1
68744,ENSG00000117133,RPF1
68745,ENSG00000232973,CYP1B1-AS1
68746,ENSG00000174021,GNG5
68747,ENSG00000285851,
68748,ENSG00000117151,CTBS
68749,ENSG00000280276,
68750,ENSG00000229160,
68751,ENSG00000199603,RNU6-951P
68752,ENSG00000273006,
68753,ENSG00000227292,
68754,ENSG00000227770,RPL7P12
68755,ENSG00000213594,GAPDHP25
68756,ENSG00000285374,
68757,ENSG00000180869,LINC01555
68758,ENSG00000232622,
68759,ENSG00000119787,ATL2
68760,ENSG00000117155,SSX2IP
68761,ENSG00000204480,PRAMEF19
68762,ENSG00000116670,MAD2L2
68763,ENSG00000288994,
68764,ENSG00000153094,BCL2L11
68765,ENSG00000168542,COL3A1
68766,ENSG00000289099,
68767,ENSG00000234998,
68768,ENSG00000233029,
68769,ENSG00000227193,
68770,ENSG00000213244,H3P4
68771,ENSG00000268993,RPL22P6
68772,ENSG00000188610,FAM72B
68773,ENSG00000228073,
68774,ENSG00000275129,
68775,ENSG00000189292,ALKAL2
68776,ENSG00000280267,PRAMEF26
68777,ENSG00000257315,ZBED6
68778,ENSG00000288955,
68779,ENSG00000117394,SLC2A1
68780,ENSG00000270677,RACK1P2
68781,ENSG00000205221,VIT
68782,ENSG00000288803,
68783,ENSG00000177272,KCNA3
68784,ENSG00000289234,ZNF496-DT
68785,ENSG00000115808,STRN
68786,ENSG00000289728,
68787,ENSG00000162711,NLRP3
68788,ENSG00000279519,
68789,ENSG00000252756,RNU6-577P
68790,ENSG00000152154,TMEM178A
